full-name;html-url;stars;forks;created-at;updated-at;pushed-at;default-branch;owner-name;owner-id;owner-type;is-fork;fork-parent
orgTestCodacy11KRepos110MB/repo-7394-rasa_chatbot_cn;https://github.com/orgTestCodacy11KRepos110MB/repo-7394-rasa_chatbot_cn;0;0;2023-01-30T09:35:15Z;2023-01-30T09:35:15Z;2023-01-30T09:35:15Z;main;orgTestCodacy11KRepos110MB;123936962;Organization;False;
zvoosh/demo;https://github.com/zvoosh/demo;0;0;2023-01-29T15:34:58Z;2024-04-29T14:20:41Z;2023-01-29T15:34:58Z;main;zvoosh;47329274;User;False;
Sinan1997/Rasa-ChatBot;https://github.com/Sinan1997/Rasa-ChatBot;0;0;2023-01-20T16:29:50Z;2023-01-20T16:29:50Z;2023-01-20T16:29:51Z;main;Sinan1997;82833395;User;False;
preety11pandey/chatbot;https://github.com/preety11pandey/chatbot;0;0;2023-01-03T08:06:12Z;2023-01-03T08:06:12Z;2023-01-03T08:06:12Z;main;preety11pandey;108891861;User;False;
Prathyusha-96/Rasa_ChatBot;https://github.com/Prathyusha-96/Rasa_ChatBot;0;0;2022-12-22T05:32:00Z;2022-12-22T05:32:00Z;2022-12-22T05:32:01Z;main;Prathyusha-96;89379190;User;False;
Destroyer11411/Rasa-chatbot;https://github.com/Destroyer11411/Rasa-chatbot;0;0;2022-12-15T16:45:39Z;2022-12-15T16:45:39Z;2022-12-15T16:45:40Z;main;Destroyer11411;82145533;User;False;
LeNguyenTruongVu/chatbot_rasa_doannhanh;https://github.com/LeNguyenTruongVu/chatbot_rasa_doannhanh;0;0;2022-11-03T01:13:35Z;2022-11-03T01:13:35Z;2022-11-03T01:13:35Z;main;LeNguyenTruongVu;117322824;User;False;
khoubaib-sudo/ChatBot;https://github.com/khoubaib-sudo/ChatBot;0;0;2022-10-22T15:11:22Z;2022-10-22T15:11:22Z;2022-10-22T15:11:23Z;main;khoubaib-sudo;83957252;User;False;
HSC20-harpreet/slk-rasa-chatbot;https://github.com/HSC20-harpreet/slk-rasa-chatbot;0;0;2022-10-06T13:17:06Z;2022-10-06T13:17:06Z;2022-10-06T13:17:07Z;main;HSC20-harpreet;115162818;User;False;
khalillan/Chatbot-Rasa;https://github.com/khalillan/Chatbot-Rasa;0;0;2022-10-03T23:34:30Z;2022-10-03T23:34:30Z;2022-10-03T23:34:31Z;main;khalillan;73406057;User;False;
ricktorzynski/rasa-dropbot;https://github.com/ricktorzynski/rasa-dropbot;0;0;2022-08-28T16:53:19Z;2022-08-28T16:53:19Z;2022-08-28T16:53:19Z;main;ricktorzynski;22782381;User;False;
Adanzin/IA-RASA;https://github.com/Adanzin/IA-RASA;0;0;2022-08-26T18:12:47Z;2022-08-26T18:12:47Z;2022-08-26T18:12:48Z;main;Adanzin;104316647;User;False;
samriddhi-chawla/FAQ-ChatBot-Using-RASA-NLU;https://github.com/samriddhi-chawla/FAQ-ChatBot-Using-RASA-NLU;0;0;2022-08-26T14:09:28Z;2022-08-26T14:09:28Z;2022-08-26T14:09:29Z;main;samriddhi-chawla;111441410;User;False;
jin24324/Chatbot-with-Rasa;https://github.com/jin24324/Chatbot-with-Rasa;0;0;2022-07-27T07:46:40Z;2022-07-27T07:46:40Z;2022-07-27T07:46:41Z;main;jin24324;91858788;User;False;
Bantik1286/RasaChatbot;https://github.com/Bantik1286/RasaChatbot;0;0;2022-07-26T12:38:29Z;2022-07-26T12:38:29Z;2022-07-26T12:38:30Z;main;Bantik1286;67193834;User;False;
Rutujakadam0204/rasa-chatbot-django;https://github.com/Rutujakadam0204/rasa-chatbot-django;0;0;2022-07-22T08:41:04Z;2022-07-22T08:41:04Z;2022-07-22T08:41:05Z;main;Rutujakadam0204;72347439;User;False;
AnHoangbk19/Alita_Chatbot;https://github.com/AnHoangbk19/Alita_Chatbot;0;0;2022-07-20T08:18:53Z;2022-07-20T08:18:53Z;2022-07-20T08:18:54Z;main;AnHoangbk19;93423155;User;False;
yuhlee610/rasa-chatbot;https://github.com/yuhlee610/rasa-chatbot;0;0;2022-06-28T13:29:33Z;2022-06-28T13:29:33Z;2022-06-28T13:29:34Z;main;yuhlee610;74605855;User;False;
pratyushparida18/rasa-demo-chatbot2;https://github.com/pratyushparida18/rasa-demo-chatbot2;0;0;2022-06-25T05:22:20Z;2022-06-25T05:22:20Z;2022-06-25T05:22:21Z;main;pratyushparida18;73376735;User;False;
kchanakya91/rasa_chatbot;https://github.com/kchanakya91/rasa_chatbot;0;0;2022-06-10T20:39:07Z;2022-06-10T20:39:07Z;2022-06-10T20:39:07Z;main;kchanakya91;90068126;User;False;
Department-of-AIML/RASA-chatbot;https://github.com/Department-of-AIML/RASA-chatbot;0;0;2022-05-23T17:15:56Z;2022-05-23T17:15:56Z;2022-05-23T17:15:57Z;main;Department-of-AIML;100130617;Organization;False;
abu-rayyan/rasa_chatbot;https://github.com/abu-rayyan/rasa_chatbot;0;0;2022-05-23T07:48:22Z;2022-05-23T07:48:22Z;2022-05-23T07:48:23Z;main;abu-rayyan;34974698;User;False;
i-Anshal/rasa-chatbot;https://github.com/i-Anshal/rasa-chatbot;0;0;2022-05-22T17:01:43Z;2022-05-22T17:01:43Z;2022-05-22T17:01:43Z;main;i-Anshal;59865020;User;False;
AbiamRemacheGonzalez/Sistema-Docker-for-a-RASA-Chatbot;https://github.com/AbiamRemacheGonzalez/Sistema-Docker-for-a-RASA-Chatbot;0;0;2022-05-21T15:50:35Z;2022-05-21T15:50:35Z;2022-05-21T15:50:35Z;main;AbiamRemacheGonzalez;72497926;User;False;
quangkhanhvihat/rasa_omicall;https://github.com/quangkhanhvihat/rasa_omicall;0;0;2022-05-16T09:35:35Z;2022-05-16T09:35:35Z;2022-05-16T09:35:36Z;main;quangkhanhvihat;89368015;User;False;
sushilpurohit/rasa_chatbot;https://github.com/sushilpurohit/rasa_chatbot;0;0;2022-05-10T20:50:11Z;2022-05-10T20:50:11Z;2022-05-10T20:50:12Z;main;sushilpurohit;104438268;User;False;
khairi-brahmi/movs-chatbot-rasa;https://github.com/khairi-brahmi/movs-chatbot-rasa;1;0;2022-05-07T18:34:10Z;2023-03-28T00:05:49Z;2022-05-07T18:34:11Z;Development;khairi-brahmi;58664611;User;False;
Patil-Chaitanya/Chatbot_RASA;https://github.com/Patil-Chaitanya/Chatbot_RASA;0;0;2022-04-25T16:29:28Z;2022-04-25T16:29:28Z;2022-04-25T16:29:28Z;main;Patil-Chaitanya;74103603;User;False;
lvyin1122/styled-chatbot-rasa;https://github.com/lvyin1122/styled-chatbot-rasa;0;0;2022-04-13T12:37:10Z;2022-04-13T12:37:10Z;2022-04-13T12:37:11Z;main;lvyin1122;42922524;User;False;
agostinodati/chatbot_hotel_assistent_rasa;https://github.com/agostinodati/chatbot_hotel_assistent_rasa;0;0;2022-04-12T08:06:16Z;2022-04-12T08:06:16Z;2022-04-12T08:06:17Z;main;agostinodati;49189004;User;False;
cprudhvi/rasabot;https://github.com/cprudhvi/rasabot;0;0;2022-04-08T12:48:33Z;2022-04-08T12:48:33Z;2022-04-08T12:48:34Z;main;cprudhvi;46198561;User;False;
Diyamol/Rasa-Chatbot;https://github.com/Diyamol/Rasa-Chatbot;0;0;2022-03-30T05:57:32Z;2022-03-30T05:57:32Z;2022-03-30T05:57:32Z;main;Diyamol;79752373;User;False;
anjuaravind123/Chatbot_Rasa_Server;https://github.com/anjuaravind123/Chatbot_Rasa_Server;0;0;2022-03-07T11:26:50Z;2022-03-07T11:26:50Z;2022-03-07T11:26:51Z;main;anjuaravind123;20700759;User;False;
raheelbaig/First_Rasa_ChatBot;https://github.com/raheelbaig/First_Rasa_ChatBot;0;0;2022-03-07T01:29:55Z;2022-03-07T01:29:55Z;2022-03-07T01:29:55Z;main;raheelbaig;68862554;User;False;
DavideGhiani/rasaX-Project;https://github.com/DavideGhiani/rasaX-Project;0;0;2022-02-11T16:38:49Z;2022-02-11T16:38:49Z;2022-02-11T16:38:50Z;main;DavideGhiani;44809862;User;False;
irungudeveloper/rasa_chatbot;https://github.com/irungudeveloper/rasa_chatbot;0;0;2022-01-25T22:32:49Z;2022-01-25T22:32:49Z;2022-01-25T22:32:50Z;master;irungudeveloper;36546375;User;False;
shankar-bavan/chatbot-rasa-x;https://github.com/shankar-bavan/chatbot-rasa-x;0;0;2021-12-31T12:13:54Z;2021-12-31T12:13:54Z;2021-12-31T12:13:55Z;main;shankar-bavan;48729909;User;False;
Arshiya10-tech/AI-Chatbot-Rasa;https://github.com/Arshiya10-tech/AI-Chatbot-Rasa;0;0;2021-12-28T05:32:32Z;2021-12-28T05:32:32Z;2021-12-28T05:32:33Z;main;Arshiya10-tech;79498640;User;False;
monisha98reddy/Covid-19-Chatbot-;https://github.com/monisha98reddy/Covid-19-Chatbot-;0;0;2021-12-09T07:14:43Z;2021-12-09T07:14:43Z;2021-12-09T07:14:44Z;main;monisha98reddy;63378154;User;False;
josantosc/chatbot-lhia-rasa;https://github.com/josantosc/chatbot-lhia-rasa;0;0;2021-11-23T21:19:03Z;2021-11-23T21:19:03Z;2021-11-23T21:19:03Z;main;josantosc;1392081;User;False;
Thirunayan22/rasa-chatbot;https://github.com/Thirunayan22/rasa-chatbot;0;0;2021-11-20T16:04:23Z;2021-11-20T16:04:23Z;2021-11-20T16:04:23Z;main;Thirunayan22;56014038;User;False;
Ambalika08-sys/Rasa-bot;https://github.com/Ambalika08-sys/Rasa-bot;0;0;2021-11-09T12:37:28Z;2021-11-09T12:37:28Z;2021-11-09T12:37:28Z;main;Ambalika08-sys;83354506;User;False;
NewbieeSaibot/RasaChatbotTutorialLIA;https://github.com/NewbieeSaibot/RasaChatbotTutorialLIA;0;0;2021-11-08T00:17:04Z;2021-11-08T00:17:04Z;2021-11-08T00:17:05Z;main;NewbieeSaibot;48110428;User;False;
raymondfoo99/rasa_chatbot;https://github.com/raymondfoo99/rasa_chatbot;0;0;2021-11-02T03:01:56Z;2021-11-02T03:05:27Z;2021-11-02T03:01:57Z;main;raymondfoo99;93564550;User;False;
sakshiiiiii23/https-github.com-mukesh0290-Doctor-Appointment-Chatbot-using-Rasa;https://github.com/sakshiiiiii23/https-github.com-mukesh0290-Doctor-Appointment-Chatbot-using-Rasa;0;0;2021-10-12T11:10:35Z;2021-10-12T11:10:35Z;2021-10-12T11:10:36Z;main;sakshiiiiii23;88884577;User;False;
mohamedScikitLearn/Rasa_chatbot;https://github.com/mohamedScikitLearn/Rasa_chatbot;1;0;2021-09-21T12:30:32Z;2021-12-07T22:52:02Z;2021-09-21T12:30:32Z;main;mohamedScikitLearn;19480658;User;False;
rockincalvin/chatbotapp;https://github.com/rockincalvin/chatbotapp;0;0;2021-07-31T03:54:09Z;2021-07-31T03:54:09Z;2021-07-31T03:54:10Z;main;rockincalvin;88221230;User;False;
Liafau/chatbot_rasa;https://github.com/Liafau/chatbot_rasa;0;0;2021-07-28T11:04:35Z;2021-07-28T11:04:35Z;2021-07-28T11:04:36Z;main;Liafau;58419564;User;False;
ermanishk/Chatbots-with-Rasa;https://github.com/ermanishk/Chatbots-with-Rasa;0;0;2021-06-11T09:02:05Z;2021-06-11T09:02:05Z;2021-06-11T09:02:06Z;main;ermanishk;13607405;User;False;
manjarimukherjee/rasa_chatbot;https://github.com/manjarimukherjee/rasa_chatbot;0;0;2021-06-07T08:25:03Z;2021-06-07T08:25:03Z;2021-06-07T08:25:04Z;main;manjarimukherjee;66874539;User;False;
tronghuan98hd/QLKS-Chatbot;https://github.com/tronghuan98hd/QLKS-Chatbot;0;0;2021-06-06T18:08:52Z;2021-06-06T18:08:52Z;2021-06-06T18:08:53Z;main;tronghuan98hd;30307373;User;False;
Kouyate01/Chatbot-Rasa;https://github.com/Kouyate01/Chatbot-Rasa;0;0;2021-05-20T17:12:22Z;2021-05-20T17:12:22Z;2021-05-20T17:12:23Z;main;Kouyate01;61124740;User;False;
Adityasingh1210/RasaChatBotInGoogleColab;https://github.com/Adityasingh1210/RasaChatBotInGoogleColab;0;0;2021-05-16T04:22:35Z;2021-05-16T04:22:36Z;2021-05-16T04:22:36Z;main;Adityasingh1210;79078531;User;False;
nivedha3111/chatbot_rasa;https://github.com/nivedha3111/chatbot_rasa;0;0;2021-04-27T11:04:03Z;2021-04-27T11:04:03Z;2021-04-27T11:04:03Z;main;nivedha3111;66461891;User;False;
coole123/Rasa_chatbot;https://github.com/coole123/Rasa_chatbot;0;0;2021-04-19T05:52:32Z;2021-04-19T05:52:32Z;2021-04-19T05:52:33Z;main;coole123;35500000;User;False;
coole123/chatbotnew;https://github.com/coole123/chatbotnew;0;0;2021-04-18T17:10:53Z;2021-04-18T17:10:53Z;2021-04-18T17:10:54Z;main;coole123;35500000;User;False;
MayuriMathur/RasaChatbot;https://github.com/MayuriMathur/RasaChatbot;0;0;2021-04-13T17:36:05Z;2021-04-13T17:36:05Z;2021-04-13T17:36:06Z;main;MayuriMathur;29615313;User;False;
Kavan1406/rasa-ecommerce-chatbot;https://github.com/Kavan1406/rasa-ecommerce-chatbot;0;0;2021-04-08T21:42:13Z;2021-04-08T21:42:13Z;2021-04-08T21:42:14Z;main;Kavan1406;43228855;User;False;
vikkooo013/rasa-chatbot;https://github.com/vikkooo013/rasa-chatbot;0;0;2021-04-03T03:05:12Z;2021-04-03T03:05:12Z;2021-04-03T03:05:13Z;main;vikkooo013;53808060;User;False;
ahmed82/rasa-ai-chatbot;https://github.com/ahmed82/rasa-ai-chatbot;0;0;2021-02-25T04:50:48Z;2021-02-25T04:50:48Z;2021-02-25T04:50:49Z;main;ahmed82;9446035;User;False;
GouthamSiripuram/Restaurant-Search-ChatBot-using-RASA;https://github.com/GouthamSiripuram/Restaurant-Search-ChatBot-using-RASA;0;0;2021-02-24T06:11:55Z;2021-02-24T06:11:55Z;2021-02-24T06:11:56Z;main;GouthamSiripuram;60874073;User;False;
abderrahimBouhamidi/RASA_CHATBOT_Rentacs;https://github.com/abderrahimBouhamidi/RASA_CHATBOT_Rentacs;0;0;2021-02-23T16:39:58Z;2021-02-23T16:39:58Z;2021-02-23T16:39:59Z;main;abderrahimBouhamidi;79531650;User;False;
mylearn123/ChatbotRasa;https://github.com/mylearn123/ChatbotRasa;0;0;2021-01-31T10:55:22Z;2021-01-31T10:55:22Z;2021-01-31T10:55:23Z;main;mylearn123;54399669;User;False;
raihan38/Healthy-Lifestyle-Chatbot-RASA;https://github.com/raihan38/Healthy-Lifestyle-Chatbot-RASA;0;0;2021-01-27T18:04:49Z;2021-01-27T18:06:19Z;2021-01-27T18:04:50Z;main;raihan38;33552824;User;False;
Sachinchauhan801/Chatbot_using_RASA;https://github.com/Sachinchauhan801/Chatbot_using_RASA;0;0;2021-01-24T15:34:44Z;2021-01-24T15:34:44Z;2021-01-24T15:34:45Z;main;Sachinchauhan801;52647518;User;False;
Ravi-kuikel/Rasa-ChatBot-DockerFile-;https://github.com/Ravi-kuikel/Rasa-ChatBot-DockerFile-;0;0;2020-12-15T08:04:54Z;2020-12-15T08:04:54Z;2020-12-15T08:04:56Z;main;Ravi-kuikel;63101161;User;False;
DuyKhoa-lab/Chatbot-rasa;https://github.com/DuyKhoa-lab/Chatbot-rasa;0;0;2020-12-12T14:46:06Z;2020-12-12T14:46:06Z;2020-12-12T14:46:07Z;main;DuyKhoa-lab;75826651;User;False;
caodoanh2001/rasa_chatbot;https://github.com/caodoanh2001/rasa_chatbot;0;0;2020-11-30T07:18:16Z;2020-11-30T07:18:16Z;2020-11-30T07:18:17Z;main;caodoanh2001;56221762;User;False;
sreejit23/Rasa_chatbot;https://github.com/sreejit23/Rasa_chatbot;0;0;2020-11-18T07:57:45Z;2020-11-18T07:57:45Z;2020-11-18T07:57:46Z;main;sreejit23;19370463;User;False;
Sridhar98/rasa-hotel-chatbot;https://github.com/Sridhar98/rasa-hotel-chatbot;0;0;2020-11-13T06:56:56Z;2020-11-13T06:56:56Z;2020-11-13T06:56:57Z;main;Sridhar98;28496797;User;False;
prajwal1227/chatbot;https://github.com/prajwal1227/chatbot;0;0;2020-11-04T11:09:31Z;2020-11-04T11:09:31Z;2020-11-04T11:09:32Z;main;prajwal1227;57712226;User;False;
harman93singh/Rasa_chatbot;https://github.com/harman93singh/Rasa_chatbot;0;0;2020-10-25T02:34:50Z;2020-10-25T02:34:50Z;2020-10-25T02:34:52Z;main;harman93singh;69861611;User;False;
rachnam21/RASA-Chatbot;https://github.com/rachnam21/RASA-Chatbot;0;0;2020-09-20T01:07:10Z;2020-09-20T01:07:10Z;2020-09-20T01:07:11Z;master;rachnam21;64471902;User;False;
ElizavetaShmakova/insurance1chatbot;https://github.com/ElizavetaShmakova/insurance1chatbot;0;0;2020-09-04T14:41:10Z;2020-09-04T14:41:10Z;2020-09-04T14:41:12Z;master;ElizavetaShmakova;41835729;User;False;
addy13rishi/rasa;https://github.com/addy13rishi/rasa;0;0;2020-08-31T04:34:53Z;2020-08-31T04:34:53Z;2020-08-31T04:34:54Z;master;addy13rishi;69872531;User;False;
Pavan-Srivathsa/Chatbot-using-rasa;https://github.com/Pavan-Srivathsa/Chatbot-using-rasa;0;0;2020-08-28T08:39:49Z;2020-08-28T08:39:49Z;2020-08-28T08:39:50Z;master;Pavan-Srivathsa;62050941;User;False;
kaushik-holla/Assistant-chatbot-RASA-;https://github.com/kaushik-holla/Assistant-chatbot-RASA-;0;0;2020-08-25T20:14:43Z;2020-08-25T20:14:43Z;2020-08-25T20:14:44Z;master;kaushik-holla;31002180;User;False;
gideon94/rasa-chatbot;https://github.com/gideon94/rasa-chatbot;0;0;2020-08-25T17:59:25Z;2020-08-25T17:59:25Z;2020-08-25T17:59:26Z;master;gideon94;38518684;User;False;
yathishlax/chatbot-rasax;https://github.com/yathishlax/chatbot-rasax;0;0;2020-06-23T11:55:27Z;2020-06-23T11:55:27Z;2020-06-23T11:55:28Z;master;yathishlax;60317462;User;False;
arnab31399/rasa-customer-service-bot;https://github.com/arnab31399/rasa-customer-service-bot;0;0;2020-06-22T14:56:25Z;2020-06-22T14:56:25Z;2020-06-22T14:56:26Z;master;arnab31399;40349534;User;False;
rkumarkk/Rasa-ChatBot;https://github.com/rkumarkk/Rasa-ChatBot;0;0;2020-05-11T05:25:16Z;2020-05-11T05:25:16Z;2020-05-11T05:25:17Z;master;rkumarkk;62541840;User;False;
abhishek2602/Rasa-Chatbot-Projects;https://github.com/abhishek2602/Rasa-Chatbot-Projects;0;0;2020-04-25T20:42:48Z;2020-04-25T20:42:48Z;2020-04-25T20:42:49Z;master;abhishek2602;29013825;User;False;
garimaagarwal1007/Rasa-chatbot;https://github.com/garimaagarwal1007/Rasa-chatbot;0;0;2020-04-14T14:46:19Z;2020-04-14T14:46:19Z;2020-04-14T14:46:20Z;master;garimaagarwal1007;55384924;User;False;
sathvikajangam/retrievalchatbot;https://github.com/sathvikajangam/retrievalchatbot;0;0;2020-04-10T13:14:47Z;2020-04-10T13:14:47Z;2020-04-10T13:14:47Z;master;sathvikajangam;52733076;User;False;
sathvikajangam/retrievalactionchatbot;https://github.com/sathvikajangam/retrievalactionchatbot;0;0;2020-04-10T13:09:35Z;2020-04-10T13:09:35Z;2020-04-10T13:09:36Z;master;sathvikajangam;52733076;User;False;
as99if/rasa;https://github.com/as99if/rasa;0;0;2020-03-16T17:31:42Z;2020-03-16T17:31:42Z;2020-03-16T17:31:43Z;master;as99if;13261831;User;False;
mohdzakirtruminds/rasa;https://github.com/mohdzakirtruminds/rasa;0;0;2020-01-14T08:59:29Z;2020-01-14T08:59:29Z;2020-01-14T08:59:30Z;master;mohdzakirtruminds;59866497;User;False;
almatins/rasa-fb-chatbot;https://github.com/almatins/rasa-fb-chatbot;0;0;2019-09-27T02:28:59Z;2019-09-27T02:28:59Z;2019-09-27T02:29:00Z;master;almatins;6722445;User;False;
SaharaEa21/Rasa_nlu_chatbot;https://github.com/SaharaEa21/Rasa_nlu_chatbot;0;0;2019-08-23T07:14:28Z;2019-08-23T07:14:28Z;2019-08-23T07:14:29Z;master;SaharaEa21;49285905;User;False;
anshrimi/chatbot_rasa;https://github.com/anshrimi/chatbot_rasa;0;0;2019-07-12T12:00:48Z;2019-07-12T12:00:48Z;2019-07-12T12:00:49Z;master;anshrimi;37956940;User;False;
ParitoshikPaul/rasa-chat-bot;https://github.com/ParitoshikPaul/rasa-chat-bot;0;0;2019-07-03T10:38:09Z;2019-07-03T10:38:09Z;2019-07-03T10:38:09Z;master;ParitoshikPaul;5172271;User;False;
deepak9738/rasa_chatbot_testing;https://github.com/deepak9738/rasa_chatbot_testing;0;0;2019-01-29T13:19:56Z;2019-01-29T13:19:56Z;2019-01-29T13:19:56Z;master;deepak9738;20350510;User;False;
dragoon007/bot;https://github.com/dragoon007/bot;0;0;2019-01-27T08:51:07Z;2019-01-27T08:51:07Z;2019-01-27T08:51:08Z;master;dragoon007;45033857;User;False;
deepak9738/rasa_0.9.8_chatbot;https://github.com/deepak9738/rasa_0.9.8_chatbot;0;0;2019-01-23T11:00:58Z;2019-01-23T11:00:58Z;2019-01-23T11:00:58Z;master;deepak9738;20350510;User;False;
mochafaishal/chatbot-rasa-ai;https://github.com/mochafaishal/chatbot-rasa-ai;0;0;2018-11-07T04:22:41Z;2018-11-07T04:22:41Z;2018-11-07T04:22:41Z;master;mochafaishal;16263193;User;False;
getVishalSingh/Restaurantchatbot;https://github.com/getVishalSingh/Restaurantchatbot;0;0;2018-10-29T18:26:01Z;2018-10-29T18:26:01Z;2018-10-29T18:26:01Z;master;getVishalSingh;31813746;User;False;
neel17/retail_chatbot;https://github.com/neel17/retail_chatbot;0;0;2018-10-23T06:28:06Z;2018-10-23T06:28:06Z;2018-10-23T06:28:07Z;master;neel17;10815595;User;False;
sriyogesh94/Rasa_Training;https://github.com/sriyogesh94/Rasa_Training;0;0;2018-09-18T09:36:23Z;2018-09-18T09:36:23Z;2018-09-18T09:36:24Z;master;sriyogesh94;20486575;User;False;
sachin4utandon/chatbot-using-rasa;https://github.com/sachin4utandon/chatbot-using-rasa;0;0;2018-07-30T20:22:44Z;2018-07-30T20:22:44Z;2018-07-30T20:22:45Z;master;sachin4utandon;24762780;User;False;
saurabhsingh13no/Rasa-Chatbot;https://github.com/saurabhsingh13no/Rasa-Chatbot;0;0;2018-04-19T01:59:01Z;2019-05-23T17:16:50Z;2018-04-19T01:59:02Z;master;saurabhsingh13no;25018264;User;False;
